customer_id,purchase_frequency,purchase_recency,buying_power
707,one-time buyer,not recent buyer,low spender
708,one-time buyer,not recent buyer,low spender
709,one-time buyer,not recent buyer,low spender
710,one-time buyer,not recent buyer,low spender
711,one-time buyer,not recent buyer,low spender
712,one-time buyer,not recent buyer,low spender
713,one-time buyer,not recent buyer,low spender
714,one-time buyer,not recent buyer,low spender
715,one-time buyer,not recent buyer,low spender
716,one-time buyer,not recent buyer,low spender
717,one-time buyer,not recent buyer,low spender
718,one-time buyer,not recent buyer,low spender
719,one-time buyer,not recent buyer,low spender
720,one-time buyer,not recent buyer,low spender
721,one-time buyer,not recent buyer,low spender
722,one-time buyer,not recent buyer,low spender
723,one-time buyer,not recent buyer,low spender
724,one-time buyer,not recent buyer,low spender
725,one-time buyer,not recent buyer,low spender
726,one-time buyer,not recent buyer,low spender
727,one-time buyer,not recent buyer,low spender
728,one-time buyer,not recent buyer,low spender
729,one-time buyer,not recent buyer,low spender
730,one-time buyer,not recent buyer,low spender
731,one-time buyer,not recent buyer,low spender
732,one-time buyer,not recent buyer,low spender
733,one-time buyer,not recent buyer,low spender
734,one-time buyer,not recent buyer,average spender
735,one-time buyer,not recent buyer,low spender
736,one-time buyer,not recent buyer,low spender
737,one-time buyer,not recent buyer,low spender
738,one-time buyer,recent buyer,low spender
739,one-time buyer,not recent buyer,low spender
740,one-time buyer,not recent buyer,low spender
741,one-time buyer,not recent buyer,low spender
742,one-time buyer,not recent buyer,low spender
743,one-time buyer,not recent buyer,low spender
744,one-time buyer,recent buyer,low spender
745,one-time buyer,not recent buyer,low spender
746,one-time buyer,not recent buyer,low spender
747,one-time buyer,not recent buyer,average spender
748,one-time buyer,not recent buyer,low spender
749,one-time buyer,not recent buyer,low spender
750,one-time buyer,not recent buyer,low spender
751,one-time buyer,not recent buyer,low spender
752,one-time buyer,not recent buyer,low spender
753,one-time buyer,not recent buyer,low spender
754,one-time buyer,recent buyer,low spender
755,one-time buyer,not recent buyer,low spender
756,one-time buyer,not recent buyer,low spender
757,one-time buyer,not recent buyer,low spender
758,one-time buyer,not recent buyer,low spender
759,one-time buyer,not recent buyer,low spender
760,one-time buyer,not recent buyer,low spender
761,one-time buyer,not recent buyer,low spender
762,one-time buyer,not recent buyer,low spender
763,one-time buyer,not recent buyer,low spender
764,one-time buyer,not recent buyer,low spender
765,one-time buyer,recent buyer,low spender
766,one-time buyer,not recent buyer,low spender
767,one-time buyer,not recent buyer,low spender
768,one-time buyer,not recent buyer,low spender
769,one-time buyer,not recent buyer,low spender
770,one-time buyer,not recent buyer,low spender
771,one-time buyer,not recent buyer,low spender
772,one-time buyer,not recent buyer,low spender
773,one-time buyer,not recent buyer,low spender
774,one-time buyer,not recent buyer,low spender
775,one-time buyer,not recent buyer,low spender
776,one-time buyer,not recent buyer,low spender
777,one-time buyer,not recent buyer,low spender
778,one-time buyer,not recent buyer,low spender
779,one-time buyer,not recent buyer,low spender
780,one-time buyer,not recent buyer,average spender
781,one-time buyer,not recent buyer,low spender
782,one-time buyer,not recent buyer,low spender
783,one-time buyer,not recent buyer,average spender
784,one-time buyer,not recent buyer,low spender
785,one-time buyer,not recent buyer,low spender
786,one-time buyer,not recent buyer,low spender
787,one-time buyer,not recent buyer,low spender
788,one-time buyer,not recent buyer,low spender
789,one-time buyer,not recent buyer,low spender
790,one-time buyer,not recent buyer,low spender
791,one-time buyer,not recent buyer,low spender
792,one-time buyer,not recent buyer,low spender
793,one-time buyer,not recent buyer,low spender
794,one-time buyer,not recent buyer,low spender
795,one-time buyer,not recent buyer,low spender
796,one-time buyer,not recent buyer,low spender
797,one-time buyer,not recent buyer,low spender
798,one-time buyer,not recent buyer,average spender
799,one-time buyer,not recent buyer,low spender
800,one-time buyer,not recent buyer,low spender
801,one-time buyer,not recent buyer,low spender
802,one-time buyer,not recent buyer,low spender
803,one-time buyer,not recent buyer,average spender
804,one-time buyer,not recent buyer,low spender
805,one-time buyer,not recent buyer,low spender
806,one-time buyer,not recent buyer,low spender
807,one-time buyer,not recent buyer,low spender
808,one-time buyer,not recent buyer,low spender
809,one-time buyer,not recent buyer,average spender
810,one-time buyer,not recent buyer,average spender
811,one-time buyer,not recent buyer,low spender
812,one-time buyer,not recent buyer,low spender
813,one-time buyer,not recent buyer,low spender
814,one-time buyer,not recent buyer,low spender
815,one-time buyer,not recent buyer,average spender
816,one-time buyer,recent buyer,low spender
817,one-time buyer,not recent buyer,low spender
818,one-time buyer,recent buyer,low spender
819,one-time buyer,not recent buyer,low spender
820,one-time buyer,recent buyer,low spender
821,one-time buyer,not recent buyer,low spender
822,one-time buyer,recent buyer,low spender
823,one-time buyer,not recent buyer,low spender
824,one-time buyer,not recent buyer,low spender
825,one-time buyer,not recent buyer,low spender
826,one-time buyer,not recent buyer,low spender
827,one-time buyer,not recent buyer,low spender
828,one-time buyer,not recent buyer,low spender
829,one-time buyer,not recent buyer,low spender
830,one-time buyer,not recent buyer,low spender
831,one-time buyer,not recent buyer,low spender
832,one-time buyer,not recent buyer,low spender
833,one-time buyer,not recent buyer,low spender
834,one-time buyer,not recent buyer,low spender
835,one-time buyer,not recent buyer,low spender
836,one-time buyer,not recent buyer,low spender
837,one-time buyer,not recent buyer,low spender
838,one-time buyer,recent buyer,low spender
839,one-time buyer,recent buyer,low spender
840,one-time buyer,not recent buyer,average spender
841,one-time buyer,not recent buyer,low spender
842,one-time buyer,not recent buyer,low spender
843,one-time buyer,not recent buyer,low spender
844,one-time buyer,not recent buyer,low spender
845,one-time buyer,not recent buyer,low spender
846,one-time buyer,not recent buyer,low spender
847,one-time buyer,not recent buyer,low spender
848,one-time buyer,not recent buyer,low spender
849,one-time buyer,not recent buyer,low spender
850,one-time buyer,not recent buyer,low spender
851,one-time buyer,not recent buyer,low spender
852,one-time buyer,not recent buyer,low spender
853,one-time buyer,not recent buyer,low spender
854,one-time buyer,not recent buyer,low spender
855,one-time buyer,not recent buyer,low spender
856,one-time buyer,recent buyer,low spender
857,one-time buyer,not recent buyer,low spender
858,one-time buyer,not recent buyer,low spender
859,one-time buyer,recent buyer,low spender
860,one-time buyer,recent buyer,low spender
861,one-time buyer,not recent buyer,low spender
862,one-time buyer,not recent buyer,low spender
863,one-time buyer,not recent buyer,low spender
864,one-time buyer,not recent buyer,low spender
865,one-time buyer,not recent buyer,low spender
866,one-time buyer,recent buyer,low spender
867,one-time buyer,not recent buyer,average spender
868,one-time buyer,not recent buyer,low spender
869,one-time buyer,not recent buyer,low spender
870,one-time buyer,not recent buyer,low spender
871,one-time buyer,not recent buyer,average spender
872,one-time buyer,not recent buyer,low spender
873,one-time buyer,not recent buyer,low spender
874,one-time buyer,not recent buyer,low spender
875,one-time buyer,not recent buyer,low spender
876,one-time buyer,not recent buyer,low spender
877,one-time buyer,not recent buyer,low spender
878,one-time buyer,not recent buyer,low spender
879,one-time buyer,not recent buyer,low spender
880,one-time buyer,not recent buyer,average spender
881,one-time buyer,not recent buyer,low spender
882,one-time buyer,not recent buyer,low spender
883,one-time buyer,not recent buyer,average spender
884,one-time buyer,not recent buyer,low spender
885,one-time buyer,not recent buyer,low spender
886,one-time buyer,not recent buyer,low spender
887,one-time buyer,not recent buyer,low spender
888,one-time buyer,not recent buyer,average spender
889,one-time buyer,not recent buyer,low spender
890,one-time buyer,not recent buyer,low spender
891,one-time buyer,not recent buyer,low spender
892,one-time buyer,not recent buyer,low spender
893,one-time buyer,not recent buyer,low spender
894,one-time buyer,not recent buyer,low spender
895,one-time buyer,not recent buyer,low spender
896,one-time buyer,not recent buyer,low spender
897,one-time buyer,not recent buyer,low spender
898,one-time buyer,not recent buyer,low spender
899,one-time buyer,not recent buyer,low spender
900,one-time buyer,not recent buyer,low spender
901,one-time buyer,not recent buyer,low spender
902,one-time buyer,not recent buyer,low spender
903,one-time buyer,not recent buyer,low spender
904,one-time buyer,recent buyer,average spender
905,one-time buyer,recent buyer,average spender
906,one-time buyer,recent buyer,low spender
907,one-time buyer,not recent buyer,low spender
908,one-time buyer,not recent buyer,average spender
909,one-time buyer,not recent buyer,low spender
910,one-time buyer,not recent buyer,low spender
911,one-time buyer,not recent buyer,low spender
912,one-time buyer,not recent buyer,low spender
913,one-time buyer,not recent buyer,low spender
914,one-time buyer,recent buyer,low spender
915,one-time buyer,not recent buyer,low spender
916,one-time buyer,recent buyer,low spender
917,one-time buyer,not recent buyer,low spender
918,one-time buyer,not recent buyer,low spender
919,one-time buyer,not recent buyer,low spender
920,one-time buyer,recent buyer,low spender
921,one-time buyer,not recent buyer,low spender
922,one-time buyer,not recent buyer,low spender
923,one-time buyer,not recent buyer,low spender
924,one-time buyer,not recent buyer,low spender
925,one-time buyer,not recent buyer,low spender
926,one-time buyer,not recent buyer,low spender
927,one-time buyer,not recent buyer,low spender
928,one-time buyer,not recent buyer,low spender
929,one-time buyer,not recent buyer,low spender
930,one-time buyer,not recent buyer,low spender
931,one-time buyer,not recent buyer,low spender
932,one-time buyer,not recent buyer,low spender
933,one-time buyer,not recent buyer,low spender
934,one-time buyer,not recent buyer,low spender
935,one-time buyer,not recent buyer,low spender
936,one-time buyer,not recent buyer,low spender
937,one-time buyer,recent buyer,low spender
938,one-time buyer,recent buyer,low spender
939,one-time buyer,not recent buyer,low spender
940,one-time buyer,not recent buyer,low spender
941,one-time buyer,not recent buyer,low spender
942,one-time buyer,not recent buyer,low spender
943,one-time buyer,not recent buyer,low spender
944,one-time buyer,not recent buyer,low spender
945,one-time buyer,not recent buyer,low spender
946,one-time buyer,not recent buyer,low spender
947,one-time buyer,not recent buyer,low spender
948,one-time buyer,not recent buyer,low spender
949,one-time buyer,not recent buyer,low spender
950,one-time buyer,not recent buyer,low spender
951,one-time buyer,not recent buyer,low spender
952,one-time buyer,not recent buyer,low spender
953,one-time buyer,not recent buyer,low spender
954,one-time buyer,not recent buyer,low spender
955,one-time buyer,recent buyer,low spender
956,one-time buyer,not recent buyer,low spender
957,one-time buyer,not recent buyer,low spender
958,one-time buyer,not recent buyer,low spender
959,one-time buyer,not recent buyer,low spender
960,one-time buyer,not recent buyer,low spender
961,one-time buyer,not recent buyer,low spender
962,one-time buyer,not recent buyer,low spender
963,one-time buyer,not recent buyer,low spender
964,one-time buyer,not recent buyer,low spender
965,one-time buyer,not recent buyer,low spender
966,one-time buyer,not recent buyer,low spender
967,one-time buyer,not recent buyer,low spender
968,one-time buyer,not recent buyer,low spender
969,one-time buyer,not recent buyer,low spender
970,one-time buyer,recent buyer,low spender
971,one-time buyer,not recent buyer,average spender
972,one-time buyer,recent buyer,low spender
973,one-time buyer,not recent buyer,low spender
974,one-time buyer,not recent buyer,low spender
975,one-time buyer,not recent buyer,low spender
976,one-time buyer,not recent buyer,average spender
977,one-time buyer,not recent buyer,low spender
978,one-time buyer,not recent buyer,low spender
979,one-time buyer,not recent buyer,low spender
980,one-time buyer,not recent buyer,low spender
981,one-time buyer,not recent buyer,low spender
982,one-time buyer,recent buyer,low spender
983,one-time buyer,recent buyer,low spender
984,one-time buyer,not recent buyer,low spender
985,one-time buyer,not recent buyer,low spender
986,one-time buyer,not recent buyer,low spender
987,one-time buyer,recent buyer,low spender
988,one-time buyer,not recent buyer,low spender
989,one-time buyer,not recent buyer,low spender
990,one-time buyer,not recent buyer,low spender
991,one-time buyer,not recent buyer,low spender
992,one-time buyer,not recent buyer,low spender
993,one-time buyer,not recent buyer,low spender
994,one-time buyer,not recent buyer,low spender
995,one-time buyer,not recent buyer,low spender
996,one-time buyer,not recent buyer,low spender
997,one-time buyer,not recent buyer,average spender
998,one-time buyer,not recent buyer,low spender
999,one-time buyer,recent buyer,low spender
1000,one-time buyer,not recent buyer,low spender
1001,one-time buyer,not recent buyer,low spender
1002,one-time buyer,not recent buyer,low spender
1003,one-time buyer,not recent buyer,low spender
1004,one-time buyer,not recent buyer,low spender
1005,one-time buyer,recent buyer,average spender
1006,one-time buyer,not recent buyer,low spender
1007,one-time buyer,recent buyer,average spender
1008,one-time buyer,recent buyer,low spender
1009,one-time buyer,not recent buyer,low spender
1010,one-time buyer,recent buyer,low spender
1011,one-time buyer,not recent buyer,low spender
1012,one-time buyer,not recent buyer,low spender
1013,one-time buyer,recent buyer,low spender
1014,one-time buyer,not recent buyer,low spender
1015,one-time buyer,not recent buyer,low spender
1016,one-time buyer,recent buyer,low spender
1017,one-time buyer,not recent buyer,low spender
1018,one-time buyer,not recent buyer,average spender
1019,one-time buyer,not recent buyer,average spender
1020,one-time buyer,not recent buyer,average spender
1021,one-time buyer,not recent buyer,low spender
1022,one-time buyer,not recent buyer,low spender
1023,one-time buyer,not recent buyer,average spender
1024,one-time buyer,not recent buyer,low spender
1025,one-time buyer,not recent buyer,low spender
1026,one-time buyer,not recent buyer,low spender
1027,one-time buyer,not recent buyer,low spender
1028,one-time buyer,not recent buyer,low spender
1029,one-time buyer,recent buyer,low spender
1030,one-time buyer,not recent buyer,low spender
1031,one-time buyer,not recent buyer,low spender
1032,one-time buyer,not recent buyer,low spender
1033,one-time buyer,not recent buyer,low spender
1034,one-time buyer,not recent buyer,low spender
1035,one-time buyer,not recent buyer,low spender
1036,one-time buyer,not recent buyer,low spender
1037,one-time buyer,recent buyer,average spender
1038,one-time buyer,not recent buyer,low spender
1039,one-time buyer,not recent buyer,low spender
1040,one-time buyer,not recent buyer,low spender
1041,one-time buyer,not recent buyer,low spender
1042,one-time buyer,not recent buyer,low spender
1043,one-time buyer,recent buyer,low spender
1044,one-time buyer,recent buyer,low spender
1045,one-time buyer,not recent buyer,low spender
1046,one-time buyer,not recent buyer,low spender
1047,one-time buyer,not recent buyer,low spender
1048,one-time buyer,not recent buyer,low spender
1049,one-time buyer,not recent buyer,low spender
1050,one-time buyer,not recent buyer,low spender
1051,one-time buyer,not recent buyer,low spender
1052,one-time buyer,recent buyer,low spender
1053,one-time buyer,recent buyer,low spender
1054,one-time buyer,not recent buyer,low spender
1055,one-time buyer,not recent buyer,low spender
1056,one-time buyer,not recent buyer,low spender
1057,one-time buyer,not recent buyer,low spender
1058,one-time buyer,not recent buyer,low spender
1059,one-time buyer,not recent buyer,low spender
1060,one-time buyer,not recent buyer,low spender
1061,one-time buyer,not recent buyer,low spender
1062,one-time buyer,not recent buyer,low spender
1063,one-time buyer,not recent buyer,average spender
1064,one-time buyer,not recent buyer,low spender
1065,one-time buyer,not recent buyer,low spender
1066,one-time buyer,recent buyer,low spender
1067,one-time buyer,not recent buyer,low spender
1068,one-time buyer,not recent buyer,low spender
1069,one-time buyer,not recent buyer,low spender
1070,one-time buyer,not recent buyer,average spender
1071,one-time buyer,not recent buyer,low spender
1072,one-time buyer,not recent buyer,low spender
1073,one-time buyer,not recent buyer,low spender
1074,one-time buyer,not recent buyer,low spender
1075,one-time buyer,not recent buyer,low spender
1076,one-time buyer,not recent buyer,low spender
1077,one-time buyer,not recent buyer,low spender
1078,one-time buyer,not recent buyer,low spender
1079,one-time buyer,not recent buyer,low spender
1080,one-time buyer,not recent buyer,low spender
1081,one-time buyer,not recent buyer,low spender
1082,one-time buyer,not recent buyer,low spender
1083,one-time buyer,not recent buyer,low spender
1084,one-time buyer,recent buyer,low spender
1085,one-time buyer,not recent buyer,low spender
1086,one-time buyer,not recent buyer,average spender
1087,one-time buyer,not recent buyer,low spender
1088,one-time buyer,not recent buyer,low spender
1089,one-time buyer,not recent buyer,low spender
1090,one-time buyer,not recent buyer,average spender
1091,one-time buyer,not recent buyer,low spender
1092,one-time buyer,not recent buyer,low spender
1093,one-time buyer,not recent buyer,low spender
1094,one-time buyer,not recent buyer,low spender
1095,one-time buyer,not recent buyer,low spender
1096,one-time buyer,not recent buyer,low spender
1097,one-time buyer,not recent buyer,low spender
1098,one-time buyer,not recent buyer,low spender
1099,one-time buyer,not recent buyer,low spender
1100,one-time buyer,not recent buyer,average spender
1101,one-time buyer,recent buyer,low spender
1102,one-time buyer,not recent buyer,low spender
1103,one-time buyer,not recent buyer,average spender
1104,one-time buyer,not recent buyer,low spender
1105,one-time buyer,not recent buyer,low spender
1106,one-time buyer,not recent buyer,low spender
1107,one-time buyer,not recent buyer,low spender
1108,one-time buyer,not recent buyer,low spender
1109,one-time buyer,not recent buyer,low spender
1110,one-time buyer,not recent buyer,low spender
1111,one-time buyer,not recent buyer,low spender
1112,one-time buyer,not recent buyer,low spender
1113,one-time buyer,not recent buyer,low spender
1114,one-time buyer,not recent buyer,low spender
1115,one-time buyer,not recent buyer,low spender
1116,one-time buyer,recent buyer,low spender
1117,one-time buyer,not recent buyer,low spender
1118,one-time buyer,recent buyer,low spender
1119,one-time buyer,not recent buyer,low spender
1120,one-time buyer,not recent buyer,low spender
1121,one-time buyer,not recent buyer,low spender
1122,one-time buyer,not recent buyer,low spender
1123,one-time buyer,not recent buyer,low spender
1124,one-time buyer,not recent buyer,low spender
1125,one-time buyer,not recent buyer,low spender
1126,one-time buyer,recent buyer,low spender
1127,one-time buyer,not recent buyer,low spender
1128,one-time buyer,not recent buyer,low spender
1129,one-time buyer,not recent buyer,low spender
1130,one-time buyer,not recent buyer,low spender
1131,one-time buyer,recent buyer,average spender
1132,one-time buyer,not recent buyer,average spender
1133,one-time buyer,not recent buyer,low spender
1134,one-time buyer,not recent buyer,low spender
1135,one-time buyer,recent buyer,low spender
1136,one-time buyer,not recent buyer,average spender
1137,one-time buyer,not recent buyer,low spender
1138,one-time buyer,not recent buyer,average spender
1139,one-time buyer,not recent buyer,low spender
1140,one-time buyer,not recent buyer,low spender
1141,one-time buyer,not recent buyer,low spender
1142,one-time buyer,recent buyer,low spender
1143,one-time buyer,not recent buyer,low spender
1144,one-time buyer,not recent buyer,low spender
1145,one-time buyer,not recent buyer,low spender
1146,one-time buyer,not recent buyer,low spender
1147,one-time buyer,not recent buyer,low spender
1148,one-time buyer,not recent buyer,low spender
1149,one-time buyer,not recent buyer,low spender
1150,one-time buyer,not recent buyer,low spender
1151,one-time buyer,not recent buyer,low spender
1152,one-time buyer,not recent buyer,low spender
1153,one-time buyer,not recent buyer,low spender
1154,one-time buyer,recent buyer,low spender
1155,one-time buyer,not recent buyer,low spender
1156,one-time buyer,not recent buyer,low spender
1157,one-time buyer,not recent buyer,low spender
1158,one-time buyer,not recent buyer,low spender
1159,one-time buyer,not recent buyer,low spender
1160,one-time buyer,not recent buyer,low spender
1161,one-time buyer,recent buyer,low spender
1162,one-time buyer,not recent buyer,low spender
1163,one-time buyer,not recent buyer,low spender
1164,one-time buyer,not recent buyer,low spender
1165,one-time buyer,not recent buyer,low spender
1166,one-time buyer,not recent buyer,low spender
1167,one-time buyer,not recent buyer,low spender
1168,one-time buyer,not recent buyer,low spender
1169,one-time buyer,not recent buyer,low spender
1170,one-time buyer,not recent buyer,low spender
1171,one-time buyer,recent buyer,average spender
1172,one-time buyer,recent buyer,low spender
1173,one-time buyer,not recent buyer,low spender
1174,one-time buyer,not recent buyer,low spender
1175,one-time buyer,not recent buyer,low spender
1176,one-time buyer,recent buyer,low spender
1177,one-time buyer,not recent buyer,low spender
1178,one-time buyer,not recent buyer,low spender
1179,one-time buyer,not recent buyer,low spender
1180,one-time buyer,not recent buyer,low spender
1181,one-time buyer,not recent buyer,low spender
1182,one-time buyer,not recent buyer,low spender
1183,one-time buyer,not recent buyer,low spender
1184,one-time buyer,not recent buyer,low spender
1185,one-time buyer,not recent buyer,low spender
1186,one-time buyer,recent buyer,low spender
1187,one-time buyer,recent buyer,low spender
1188,one-time buyer,not recent buyer,low spender
1189,one-time buyer,not recent buyer,low spender
1190,one-time buyer,not recent buyer,low spender
1191,one-time buyer,not recent buyer,low spender
1192,one-time buyer,not recent buyer,low spender
1193,one-time buyer,not recent buyer,low spender
1194,one-time buyer,not recent buyer,low spender
1195,one-time buyer,not recent buyer,average spender
1196,one-time buyer,not recent buyer,low spender
1197,one-time buyer,not recent buyer,low spender
1198,one-time buyer,not recent buyer,low spender
1199,one-time buyer,not recent buyer,average spender
1200,one-time buyer,not recent buyer,low spender
1201,one-time buyer,not recent buyer,low spender
1202,one-time buyer,not recent buyer,low spender
1203,one-time buyer,not recent buyer,low spender
1204,one-time buyer,not recent buyer,low spender
1205,one-time buyer,not recent buyer,average spender
1206,one-time buyer,not recent buyer,low spender
1207,one-time buyer,not recent buyer,low spender
1208,one-time buyer,not recent buyer,low spender
1209,one-time buyer,not recent buyer,low spender
1210,one-time buyer,not recent buyer,low spender
1211,one-time buyer,not recent buyer,low spender
1212,one-time buyer,not recent buyer,low spender
1213,one-time buyer,not recent buyer,low spender
1214,one-time buyer,recent buyer,average spender
1215,one-time buyer,not recent buyer,low spender
1216,one-time buyer,not recent buyer,low spender
1217,one-time buyer,not recent buyer,low spender
1218,one-time buyer,not recent buyer,low spender
1219,one-time buyer,not recent buyer,low spender
1220,one-time buyer,not recent buyer,low spender
1221,one-time buyer,not recent buyer,low spender
1222,one-time buyer,not recent buyer,low spender
1223,one-time buyer,not recent buyer,low spender
1224,one-time buyer,not recent buyer,big spender
1225,one-time buyer,not recent buyer,low spender
1226,one-time buyer,not recent buyer,low spender
1227,one-time buyer,not recent buyer,low spender
1228,one-time buyer,not recent buyer,low spender
1229,one-time buyer,not recent buyer,low spender
1230,one-time buyer,not recent buyer,low spender
1231,one-time buyer,recent buyer,low spender
1232,one-time buyer,not recent buyer,low spender
1233,one-time buyer,not recent buyer,low spender
1234,one-time buyer,not recent buyer,low spender
1235,one-time buyer,not recent buyer,low spender
1236,one-time buyer,not recent buyer,low spender
1237,one-time buyer,not recent buyer,average spender
1238,one-time buyer,not recent buyer,low spender
1239,one-time buyer,recent buyer,low spender
1240,one-time buyer,recent buyer,low spender
1241,one-time buyer,not recent buyer,low spender
1242,one-time buyer,not recent buyer,low spender
1243,one-time buyer,not recent buyer,low spender
1244,one-time buyer,not recent buyer,low spender
1245,one-time buyer,not recent buyer,low spender
1246,one-time buyer,not recent buyer,low spender
1247,one-time buyer,not recent buyer,low spender
1248,one-time buyer,not recent buyer,low spender
1249,one-time buyer,not recent buyer,low spender
1250,one-time buyer,not recent buyer,low spender
1251,one-time buyer,not recent buyer,low spender
1252,one-time buyer,not recent buyer,low spender
1253,one-time buyer,not recent buyer,low spender
1254,one-time buyer,recent buyer,low spender
1255,one-time buyer,not recent buyer,low spender
1256,one-time buyer,recent buyer,low spender
1257,one-time buyer,not recent buyer,low spender
1258,one-time buyer,recent buyer,average spender
1259,one-time buyer,not recent buyer,low spender
1260,one-time buyer,not recent buyer,low spender
1261,one-time buyer,not recent buyer,low spender
1262,one-time buyer,not recent buyer,low spender
1263,one-time buyer,not recent buyer,low spender
1264,one-time buyer,not recent buyer,low spender
1265,one-time buyer,not recent buyer,low spender
1266,one-time buyer,not recent buyer,low spender
1267,one-time buyer,not recent buyer,low spender
1268,one-time buyer,not recent buyer,low spender
1269,one-time buyer,not recent buyer,low spender
1270,one-time buyer,not recent buyer,low spender
1271,one-time buyer,not recent buyer,low spender
1272,one-time buyer,not recent buyer,low spender
1273,one-time buyer,not recent buyer,low spender
1274,one-time buyer,not recent buyer,low spender
1275,one-time buyer,not recent buyer,low spender
1276,one-time buyer,not recent buyer,low spender
1277,one-time buyer,not recent buyer,low spender
1278,one-time buyer,not recent buyer,low spender
1279,one-time buyer,recent buyer,low spender
1280,one-time buyer,not recent buyer,low spender
1281,one-time buyer,not recent buyer,low spender
1282,one-time buyer,not recent buyer,low spender
1283,one-time buyer,not recent buyer,low spender
1284,one-time buyer,not recent buyer,average spender
1285,one-time buyer,not recent buyer,low spender
1286,one-time buyer,not recent buyer,low spender
1287,one-time buyer,not recent buyer,low spender
1288,one-time buyer,not recent buyer,low spender
1289,one-time buyer,not recent buyer,low spender
1290,one-time buyer,not recent buyer,low spender
1291,one-time buyer,not recent buyer,low spender
1292,one-time buyer,not recent buyer,low spender
1293,one-time buyer,not recent buyer,low spender
1294,one-time buyer,not recent buyer,low spender
1295,one-time buyer,not recent buyer,low spender
1296,one-time buyer,not recent buyer,low spender
1297,one-time buyer,not recent buyer,low spender
1298,one-time buyer,not recent buyer,low spender
1299,one-time buyer,not recent buyer,low spender
1300,one-time buyer,not recent buyer,low spender
1301,one-time buyer,not recent buyer,low spender
1302,one-time buyer,not recent buyer,low spender
1303,one-time buyer,recent buyer,low spender
1304,one-time buyer,not recent buyer,low spender
1305,one-time buyer,not recent buyer,low spender
1306,one-time buyer,not recent buyer,low spender
1307,one-time buyer,not recent buyer,low spender
1308,one-time buyer,not recent buyer,low spender
1309,one-time buyer,not recent buyer,low spender
1310,one-time buyer,recent buyer,low spender
1311,one-time buyer,not recent buyer,low spender
1312,one-time buyer,not recent buyer,average spender
1313,one-time buyer,not recent buyer,low spender
1314,one-time buyer,not recent buyer,low spender
1315,one-time buyer,not recent buyer,low spender
1316,one-time buyer,not recent buyer,low spender
1317,one-time buyer,not recent buyer,low spender
1318,one-time buyer,not recent buyer,low spender
1319,one-time buyer,not recent buyer,low spender
1320,one-time buyer,not recent buyer,low spender
1321,one-time buyer,not recent buyer,low spender
1322,one-time buyer,not recent buyer,low spender
1323,one-time buyer,not recent buyer,low spender
1324,one-time buyer,not recent buyer,low spender
1325,one-time buyer,not recent buyer,low spender
1326,one-time buyer,not recent buyer,low spender
1327,one-time buyer,not recent buyer,low spender
1328,one-time buyer,not recent buyer,low spender
1329,one-time buyer,not recent buyer,low spender
1330,one-time buyer,recent buyer,low spender
1331,one-time buyer,not recent buyer,low spender
1332,one-time buyer,not recent buyer,average spender
1333,one-time buyer,not recent buyer,low spender
1334,one-time buyer,not recent buyer,low spender
1335,one-time buyer,not recent buyer,low spender
1336,one-time buyer,not recent buyer,low spender
1337,one-time buyer,not recent buyer,low spender
1338,one-time buyer,not recent buyer,low spender
1339,one-time buyer,not recent buyer,low spender
1340,one-time buyer,not recent buyer,low spender
1341,one-time buyer,not recent buyer,low spender
1342,one-time buyer,not recent buyer,low spender
1343,one-time buyer,not recent buyer,low spender
1344,one-time buyer,not recent buyer,low spender
1345,one-time buyer,not recent buyer,low spender
1346,one-time buyer,not recent buyer,low spender
1347,one-time buyer,not recent buyer,low spender
1348,one-time buyer,not recent buyer,average spender
1349,one-time buyer,not recent buyer,low spender
1350,one-time buyer,not recent buyer,low spender
1351,one-time buyer,not recent buyer,low spender
1352,one-time buyer,not recent buyer,low spender
1353,one-time buyer,not recent buyer,low spender
1354,one-time buyer,not recent buyer,low spender
1355,one-time buyer,not recent buyer,low spender
1356,one-time buyer,not recent buyer,low spender
1357,one-time buyer,not recent buyer,low spender
1358,one-time buyer,not recent buyer,low spender
1359,one-time buyer,not recent buyer,low spender
1360,one-time buyer,not recent buyer,low spender
1361,one-time buyer,not recent buyer,low spender
1362,one-time buyer,not recent buyer,low spender
1363,one-time buyer,not recent buyer,low spender
1364,one-time buyer,not recent buyer,low spender
1365,one-time buyer,not recent buyer,low spender
1366,one-time buyer,not recent buyer,low spender
1367,one-time buyer,not recent buyer,low spender
1368,one-time buyer,not recent buyer,low spender
1369,one-time buyer,not recent buyer,low spender
1370,one-time buyer,not recent buyer,low spender
1371,one-time buyer,not recent buyer,low spender
1372,one-time buyer,not recent buyer,low spender
1373,one-time buyer,not recent buyer,low spender
1374,one-time buyer,not recent buyer,low spender
1375,one-time buyer,not recent buyer,low spender
1376,one-time buyer,not recent buyer,low spender
1377,one-time buyer,not recent buyer,low spender
1378,one-time buyer,not recent buyer,low spender
1379,one-time buyer,not recent buyer,low spender
1380,one-time buyer,not recent buyer,low spender
1381,one-time buyer,not recent buyer,low spender
1382,one-time buyer,not recent buyer,average spender
1383,one-time buyer,recent buyer,low spender
1384,one-time buyer,not recent buyer,low spender
1385,one-time buyer,not recent buyer,low spender
1386,one-time buyer,not recent buyer,low spender
1387,one-time buyer,not recent buyer,low spender
1388,one-time buyer,not recent buyer,low spender
